GDP per capita,country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
2349.069882004,Cote d'Ivoire,01-01-2020,73.270440252,8.920471698,318000,1348,6.150966614,-0.552296638,0.136787534,69.878326416,63.34,,10894.9,26412.28115,84.313805031,2.425006568,,,,,11.795125412,16.043544436,-0.539629281,0.195723712,0.379889339,,,61.469166667,41.3736053,,0.989482627,62982768371.6208,-1.033205271,0.232469827,-0.655076623,0.136406392,-0.381347746,0.169316143,3.789449930,1.36828649,,,34.197,8.817,59.032,26811790,12948486,-0.533239543,0.120229729,
13693.500029269,Croatia,01-01-2010,23.833178472,34.307769280,55964,1113,25.390644285,0.023101466,0.141443595,100,29.75,3922.310866882,19457.3,26151.57551,76.753395040,1.030555053,9.360439302,,0.732339978,65.523899762,19.457877757,41.976905994,0.581434488,0.225089997,0.693299353,,,,56.55,2.77,1.681190044,58819429750.2234,0.608463645,0.255335242,0.080469035,0.143186182,0.489483297,0.185852662,4.227210045,6.69001961,31.1,32.4,9.8,11.8,76.475609756,4295427,1926284,0.476428360,0.133147687,1.419192333
13592.254524062,Croatia,01-01-2017,26.749338861,34.515195483,55964,1113,34.697362124,0.059864528,0.114062227,100,29.79,,17407.9,23319.27005,73.699717676,1.129372103,,,0.847270012,86.969821993,21.135630707,39.443521783,0.535450637,0.200046286,0.723,,,61.02,67.09619204,,1.643592808,56061675144.3829,0.681904495,0.209813088,0.308140725,0.143238366,0.299436629,0.197260484,3.889219999,5.52650334,26.4,30.4,8.9,13,77.826829268,4124531,1787283,0.479182929,0.109447315,1.097206143
15040.036918279,Croatia,01-01-2018,26.517046673,34.559895647,55964,1113,35.382409132,0.046951234,0.123989016,100,32.83,,16433.4,22213.71599,73.044153384,1.500125010,,,0.951250017,83.828007030,20.906442979,38.817766370,0.514107943,0.200347409,0.729365647,,,66.521666667,75.29462599,3.1,1.552489920,61481309636.1289,0.793498814,0.208318025,0.301379770,0.137300074,0.489818364,0.197632849,3.945780039,5.57184922,24.8,29.7,9,12.9,78.070731707,4087843,1759939,0.446271420,0.112149946,0.576855823
14269.908854933,Croatia,01-01-2020,26.894210150,34.651715511,55960,1113,24.941681928,0.177089244,0.137092009,100,32.37,,15626.9,21379.32606,72.331665475,0.154811375,,,1.242609978,98.779120047,20.062515794,45.132705113,0.425023794,0.220126405,0.709693968,,,73.673333333,78.32090004,,1.714581742,57760024673.9359,0.607223809,0.226481333,0.236004218,0.136636123,0.362314552,0.208771586,4.434420109,6.35798836,23.2,29.5,8.9,14.1,77.724390244,4047680,1718119,0.579718292,0.103270337,0.976355239
22778.122145310,Cyprus,01-01-2010,12.391774892,18.705627706,9240,498,57.200634359,0.969285846,0.189562485,100,6.5,4516.299219429,7898.4,9208.664533,122.260389610,2.430040841,,,0.442919999,,23.114920195,39.074240903,1.526511192,0.238016546,0.686361969,,,,52.99,3.13,1.852924551,25732125693.847,0.452444822,0.243547097,1.209607244,0.163558453,1.421023250,0.246133357,6.525599957,2.98153758,24.6,31.5,12.045,6.412,79.665,1129686,366572,1.023390651,0.146708935,0.708161696
18924.487733771,Cyprus,01-01-2017,13.140692641,18.678571429,9240,498,96.904992298,0.746573091,0.144701675,100,10.94,,7361.2,8737.878187,130.792532468,0.531766496,,,0.542590022,,23.898925092,34.930103646,0.885234952,0.221605092,0.751,,,71.6475,80.74318897,,1.568102939,22870678689.4802,0.530973077,0.214783162,0.854259431,0.173776850,1.018268585,0.242883191,5.699619770,2.75550628,25.2,31.4,10.994,6.453,81.328,1208523,400795,1.056247711,0.151449949,0.579219427
20940.954933561,Cyprus,01-01-2018,14.334080087,18.676406926,9240,498,93.430356423,0.607826233,0.156323329,100,12.02,,7198.6,8560.320828,131.908116883,1.435491195,,,0.614049971,,24.048700670,38.745818527,0.883697271,0.221195087,0.754617035,,,80.7175,84.43358252,3.15,1.760545917,25523485042.6265,0.484394073,0.212974012,0.721238017,0.165898308,0.862575233,0.243935689,5.039629459,2.87702394,23.9,32.7,10.843,6.612,81.382,1218831,404530,1.015942931,0.154611319,1.230687437
20385.007627432,Cyprus,01-01-2020,13.814859307,18.672077922,9240,498,116.928562478,0.349622399,0.167104587,100,15.02,,6771.8,8109.206812,133.932575758,-0.638422798,,,0.843869984,,22.228896968,42.112771175,0.839920282,0.231866837,0.755520225,,,81.955,90.80194644,,1.936981023,25227201184.2295,0.288732588,0.231230170,0.547705591,0.159256980,0.993247628,0.260185421,5.686289787,6.33430815,21.3,31.7,10.583,6.93,81.391,1237537,410602,0.903132319,0.114875972,1.212084972
58041.398436339,Denmark,01-01-2010,65.65,14.66225,40000,703,36.252040532,2.352359056,0.153291345,100,21.2,6327.506456299,48124.8,63737.42493,138.692075,2.310924370,,,2.917069912,,32.737236675,42.268605600,2.100070477,0.218765646,0.748738408,,,,88.72,3.85,1.398621787,321995279401.502,1.040961027,0.239330947,1.898441792,0.154795170,1.873854399,0.235530734,8.559550285,8.93877125,18.3,27.2,11.4,9.8,79.1,5547683,732572,1.541956902,0.146318108,0.756641079
57610.098180114,Denmark,01-01-2017,65.7825,15.64,40000,703,40.746662032,2.190132141,0.125844866,100,35.02,,33184,47663.42765,144.1245,1.147132170,,,2.931240082,,33.399879584,37.022152673,1.746446013,0.208749488,0.774,,,79.117916667,97.09936216,,1.138233254,332121063806.391,0.854936242,0.209813088,1.803556561,0.158714339,1.611778617,0.220789850,7.115859985,8.47816181,17.2,28.7,10.6,9.2,81.102439024,5764980,705807,1.517768860,0.121724494,1.237519248
61591.928869896,Denmark,01-01-2018,65.8125,15.664,40000,703,43.685836790,2.156479120,0.135948211,100,34.56,,33133.3,47108.3564,144.8409,0.813609467,,,2.966029882,,32.235244401,36.802246483,1.810584188,0.209096208,0.770831823,,,86.764583333,97.31920437,3.99,1.277539272,356841216410.068,0.931788921,0.208318025,1.773296595,0.152301222,1.628394127,0.222046480,7.000150204,8.45675373,17.4,28.2,10.6,9.5,80.953658537,5793636,702536,1.573501945,0.123570561,1.005776975
60836.592412164,Denmark,01-01-2020,65.499675,15.711,40000,703,41.767422342,2.236468792,0.149796650,100,39.7,,27356.5,41135.55451,145.7851,0.420711974,,,2.968729973,,34.452234114,39.746532455,1.840414047,0.231866837,0.755094826,,119.9,87.119166667,96.54914573,,1.375348945,354762748338.661,0.920160234,0.226481333,1.808279395,0.150381744,1.785724521,0.233886927,7.389110088,8.93393898,15.9,27.5,10.4,9.4,81.602439024,5831404,693004,1.514662504,0.111107700,0.944102117
7833.195012501,Dominica,01-01-2018,33.333333333,63.826666667,750,2083,50.586493448,0.536078513,0.226347968,99.568130493,8.17,,165.3,231.66652,94.430666667,0.989191119,4.952356544,5.962219917,,,,,-0.269048989,0.388508201,0.551737249,,,,,,,554770370.37037,1.068851233,0.249047264,0.704500496,0.269219488,0.125301272,0.264209360,5.153604507,4.036623,,,13.191,8.417,73.59,70823,20905,0.797379553,0.240733564,18.355748526
7003.469891170,Dominica,01-01-2020,33.333333333,63.826666667,750,2083,38.784883494,0.557267368,0.226407334,99.997215271,8.31,,162.8,230.526372,95.993333333,-0.727116413,8.124913964,,,,,,-0.126706585,0.433770955,0.544749320,,,44.539583333,77.0650479,,,504214814.814815,1.316998243,0.270491451,0.790470541,0.289403021,0.268519282,0.287440389,4.696300030,3.51634693,,,13.301,8.177,73.649,71995,20814,0.873136044,0.210280597,20.834924890
7513.497981805,Dominican Republic,01-01-2017,50.279445249,43.879735045,48310,1410,15.205121327,-0.787117958,0.130608916,100,16.87,,23551.3,37021.07534,220.394204099,3.279556947,9.338161416,,,,13.030751059,16.019481638,-0.383324534,0.208990946,0.492,,,63.408333333,67.57124533,,0.666063444,79998046305.79,0.152073190,0.213935792,-0.430010110,0.161474079,-0.038595371,0.199362278,3.920267582,2.68220282,20.9,42.2,19.993,6.032,73.063,10647244,2099956,0.159244791,0.125854239,11.420795842
7947.159330935,Dominican Republic,01-01-2018,50.279445249,44.047195198,48310,1410,15.581367788,-0.830727458,0.132649019,98.9,15.95,,25366,39252.48133,222.842703374,3.564434260,8.079225853,,,,13.024934989,15.704552141,-0.388692081,0.212409139,0.506880283,,,61.121666667,74.82204836,2.66,0.693991110,85555390139.118,0.012199945,0.212307975,-0.365889728,0.151583955,-0.028536692,0.199100927,3.918210745,2.52541804,18.8,43.7,19.762,6.06,73.232,10765531,2037484,0.125113517,0.128005251,9.920551523
7167.914974328,Dominican Republic,01-01-2020,51.103490354,45.109507479,47531,1410,9.873085083,-0.751166821,0.148095995,100,16.69,,22881.3,37052.66519,231.420841135,3.781031799,5.973957523,,,,12.389879902,21.397559824,-0.281463861,0.248580188,0.502766907,,,64.2825,82.19830578,,0.750479965,78844656298.1776,0.164941698,0.232469827,-0.173210472,0.151866674,0.023165073,0.213804573,4.517698288,3.24332738,,39.6,18.78,6.46,72.889,10999664,1920541,0.237802729,0.127330005,8.736630898
4640.246344378,Ecuador,01-01-2010,30.188838782,52.456877114,248360,2274,6.439320518,-0.707744360,0.167790592,97.462142,11.79,1139.591256196,37254,71886.09941,60.354263972,3.554377346,,,0.402969986,,,,-0.674511254,0.212392136,0.525806725,,30,,29.03,2.77,3.010551292,69555367000,-0.586674452,0.243547097,-1.143229127,0.149675846,-1.124051690,0.191954479,4.507430077,2.83477545,46.08,48.8,21.892,4.852,75.43,14989585,5592614,-0.231080830,0.112505354,17.505487393
6246.404252179,Ecuador,01-01-2017,22.507650185,51.097761314,248360,2274,6.431572524,-0.625844002,0.129452556,99.2,17.05,,38549.3,72729.71647,67.228796908,0.417335589,,,,,13.711830740,31.571134483,-0.352241844,0.208990946,0.602,,29.2,71.537083333,55.8,,2.361263384,104295862000,-0.078932591,0.213935792,-0.718148053,0.161474079,-1.023223996,0.199362278,4.614257812,4.54476023,34.59,44.7,17.996,4.872,76.972,16696944,6066000,-0.172117531,0.125854239,5.809446327
6321.349400717,Ecuador,01-01-2018,21.935899501,50.838983733,248360,2274,6.679730837,-0.629149854,0.131306872,98.7,16.33,,40273.2,73972.27038,68.512127557,-0.224103246,,,,,14.281513505,33.699006323,-0.317857921,0.212409139,0.596219540,,,73.41375,57.5,2.88,2.351887153,107562008000,-0.094810791,0.212307975,-0.663210571,0.151583955,-0.886888802,0.199100927,4.621455193,4.92990112,37.86,45.4,17.658,4.911,77.094,17015672,6156100,0.001128500,0.128005251,5.841673659
5645.199289653,Ecuador,01-01-2020,21.823159929,50.321428571,248360,2274,4.618624518,-0.503777742,0.149615213,98.85,20.1,,34431,68056.47202,70.818952327,-0.338872393,,,,,12.494941124,32.865269856,-0.470040470,0.248580188,0.594254851,,,75.704166667,70.7,,2.373122496,99291124000,-0.270263135,0.232469827,-0.541196287,0.151866674,-0.871133387,0.213804573,4.114019871,4.9700942,,47.3,17.037,7.534,72.153,17588595,6302697,-0.013822564,0.127330005,7.800509142
2509.772034175,"Egypt, Arab Rep.",01-01-2010,3.687779396,0.065940027,995450,18.1,17.592499337,-0.596871853,0.168330595,99.357154846,5.37,1494.915676429,200313.3,289376.1877,87.651226079,11.265188265,0.818721618,1.364750000,0.433450013,,14.130076247,28.860251948,-0.321309954,0.215132147,0.478853047,,,,21.6,2.61,1.952967042,218983666061.706,-0.898418307,0.243547097,-0.174863860,0.154419869,-0.147598043,0.191954479,3.542651892,1.36768734,,30.2,27.16,6.018,69.664,87252413,49717297,-1.188037038,0.109907657,2.107678087
2439.967284400,"Egypt, Arab Rep.",01-01-2017,3.854506806,0.045185594,995450,18.1,15.040619711,-0.495695531,0.130332455,100,4.93,,244540.5,337741.6636,102.254644633,29.506608394,-8.758194081,-1.263666667,0.644860029,,,,-0.530270398,0.194474623,0.486,,,74.412083333,44.95020425,,1.422031700,248362771739.13,-1.429645181,0.213935792,-0.449750900,0.160849988,-0.812941492,0.199362278,,1.7446686,,31.5,25.231,5.482,71.302,101789386,58320229,-1.251300573,0.119706504,1.336092161
2531.200078645,"Egypt, Arab Rep.",01-01-2018,3.880656989,0.045185594,995450,18.1,16.096055680,-0.514392555,0.134595126,100,5.03,,237983,331356.7922,104.214942991,14.401465781,-2.358703013,-0.564916667,0.688390017,,,,-0.453962892,0.202915773,0.492512345,,,74.545,46.92433677,2.82,1.249966196,262588632526.73,-1.188100696,0.212307975,-0.302149117,0.153058544,-0.804274797,0.199100927,,1.42153192,,,24.562,5.511,71.367,103740765,59439309,-1.324804425,0.123724416,
3571.556906514,"Egypt, Arab Rep.",01-01-2020,3.989150635,0.045185594,995450,18.1,8.663527043,-0.810555279,0.149169296,100,6.51,,210752.3,299778.6515,107.956335326,5.044932890,4.887815430,-1.750083333,0.915639997,,,,-0.445820093,0.225146174,0.494374663,,14.3,76.845833333,71.91420096,,1.122475503,383817841547.099,-1.181911707,0.232469827,-0.319997311,0.151444167,-0.571031153,0.213804573,,1.39357793,,,23.051,5.851,70.99,107465134,61488326,-1.483353972,0.120772466,
3986.049014354,El Salvador,01-01-2017,58.166023166,28.831081081,20720,1784,17.539243220,-0.533897817,0.129452556,96.8,24.99,,6344.9,11280.12151,302.444691120,1.012354033,,,0.180779994,55.248518820,17.753751065,24.843989900,-0.387264580,0.208990946,0.501,,,67.120833333,33.8207289,,1.044469401,24979190000,-0.263820618,0.213935792,-0.872741163,0.161474079,-0.169848293,0.199362278,3.725229979,4.58291912,38.9,38,16.974,6.857,72.311,6266654,1800096,0.154457390,0.125854239,63.223527003
4145.862351032,El Salvador,01-01-2018,57.707528958,28.613899614,20720,1784,18.357669914,-0.586034775,0.131306872,97,23.21,,6844.9,11641.82258,302.912258687,1.090330006,,,0.165309995,52.214282008,18.128923536,24.727093850,-0.490081698,0.212409139,0.544985712,,,68.108333333,43.8,2.58,1.132207279,26020850000,-0.389219522,0.212307975,-0.930241406,0.151583955,-0.016186897,0.199100927,3.605750084,4.54641724,33.8,38.6,16.536,6.938,72.555,6276342,1755932,0.029691502,0.128005251,53.311303518
3961.726633476,El Salvador,01-01-2020,57.707528958,28.179536680,20720,1784,14.466008824,-0.577217638,0.148095995,99.722541809,23.7,,6376.3,11063.80963,303.703233591,-0.371590212,,,0.162860006,70.359180556,18.384216978,33.932502423,-0.260907888,0.248580188,0.546176612,,,68.417083333,54.60136976,,1.400072400,24930080000,-0.115019135,0.232469827,-0.775593698,0.151866674,-0.085243210,0.213804573,3.659579992,5.83388329,,,16.188,8.442,71.061,6292731,1671098,0.070616141,0.127330005,21.310302315
14663.044612647,Estonia,01-01-2010,22.382637414,55.107808445,42390,626,39.396567900,0.989536285,0.135711774,100,25.32,6506.318180965,18500.4,21672.08663,31.410120311,2.972045120,,,1.578989983,7.897645108,19.823957542,37.879119358,1.076666474,0.215913206,0.725663781,,,,74.1,3.16,1.700425622,19523477325.6235,0.661366999,0.239330947,1.153129935,0.135176718,1.388202071,0.177897826,5.517789841,4.69232178,21.7,32,11.9,11.9,75.429268293,1331475,424820,1.105651736,0.134045854,5.257090501
20437.765376736,Estonia,01-01-2017,22.970760234,57.038596491,42750,626,43.474474086,1.202570915,0.121001840,100,27.52,,16773.5,19899.03282,30.816,3.417235495,,,1.276849985,13.425576163,20.941809329,35.051755055,1.072270870,0.211273745,0.747,,,80.187916667,88.10245687,,2.009766509,26924385103.0659,0.642369628,0.209813088,1.247594357,0.145976722,1.633655667,0.197260484,4.961319923,4.84846592,23.4,30.4,10.5,11.8,78.092682927,1317384,412117,1.214448333,0.127567202,2.201057494
23165.849478644,Estonia,01-01-2018,23.040935673,57.038596491,42750,626,43.984556341,1.468725204,0.130416200,100,28.59,,15716.9,18817.84752,30.923438596,3.436326884,,,1.409989953,13.458569771,20.959212987,35.625240242,1.150592685,0.210913703,0.774125278,,,86.755,89.35700777,3.31,2.009087120,30624720196.229,0.580257714,0.208318025,1.203603506,0.139618278,1.544832945,0.197632849,5.239970207,4.94593143,24.4,30.3,10.9,11.9,78.243902439,1321977,411399,1.190116882,0.131775856,2.117766739
23595.243683644,Estonia,01-01-2020,23.040935673,57.038596491,42750,626,41.443329934,1.580865502,0.137092009,100,40,,7097.52,10198.8019,31.099929825,-0.444531098,,,1.750920057,23.755704628,20.691074911,41.092326221,1.299159646,0.220126405,0.777203202,,,84.54625,89.05828666,,2.293829971,31370395572.7658,0.709752977,0.226481333,1.336464643,0.136636123,1.529534817,0.208771586,5.519929886,5.97475481,23.3,30.7,9.9,11.9,78.595121951,1329522,409107,1.167532682,0.103892066,3.159215431
4035.534480633,Eswatini,01-01-2010,70.990889535,28.222674419,17200,788,20.916889016,-0.041857969,0.215199247,45.552337609,72.39,,849.2,2595.686637,63.948837209,4.509236918,6.349809975,3.149166667,,,,,-0.298220843,0.274219662,0.310769081,,,,11.04,,2.374294060,4438765085.93784,-0.076072693,0.273786128,-0.470664561,0.177072749,-0.396744579,0.258804530,6.118370056,4.22809029,,,30.083,15.911,46.619,1099920,852658,-1.325327277,0.132052168,18.910466216
3824.046783385,Eswatini,01-01-2017,70,28.716860465,17200,788,10.503596406,-0.073113583,0.209602550,73.5,65.35,,1105.8,2897.502606,66.941279070,6.221375289,8.071839441,2.666666667,,,,,-0.491562605,0.252086043,0.409,,,45.690416667,35.3,,1.924439933,4402969225.92165,-0.270877749,0.233241320,-0.276079923,0.195860758,-0.260830879,0.298254013,6.177914143,3.54254961,,,26.408,9.936,57.895,1151390,879374,-1.451637745,0.150184587,11.290695902
4021.445556453,Eswatini,01-01-2018,69.825581395,28.787209302,17200,788,7.069733198,-0.231745571,0.188905716,73.961112976,65.72,,1105.8,2924.752157,67.466744186,4.815061675,7.276562825,2.606,,,,,-0.672255099,0.234587640,0.369540900,,,53.715416667,43.7,,2.096037715,4666598024.18411,-0.377810627,0.230162203,-0.276786596,0.176399812,-0.506258011,0.249252245,5.736873627,3.49409103,,,25.718,9.324,59.411,1160428,884258,-1.369288683,0.139874980,
3372.904610197,Eswatini,01-01-2020,69.476744186,28.927906977,17200,788,6.433039173,-0.296206951,0.197826818,79.993362427,66.01,,1147.7,3000.932259,68.642732558,,4.583490318,2.078333333,,,,,-0.753389955,0.265618831,0.372500807,,,49.880833333,56.42093688,,1.860819063,3982236692.55236,-0.040577199,0.247393817,-0.501701951,0.168487966,-0.492181957,0.268278986,5.360104561,3.44377804,,,24.615,9.603,59.692,1180655,895279,-1.332246304,0.130163193,
755.752644349,Ethiopia,01-01-2017,33.263928223,15.318290552,1128552.82,848,10.617596565,-0.582520843,0.127108738,44.3,90.2,,15882.4,145745.4962,95.873182081,10.687115028,,,0.274370015,30.095113200,7.603929229,11.232503563,-0.760963619,0.172432095,0.385,,,55.53875,15.6,,0.675310716,81770886825.6048,-1.677229643,0.213935792,-0.471185684,0.144831419,-1.032468319,0.163484365,5.499050617,0.8612687,,,33.059,6.767,64.838,108197950,86222946,-1.432525396,0.121245854,
758.297694495,Ethiopia,01-01-2018,33.585234287,15.253489582,1128561.429,848,13.198727941,-0.504966140,0.128238320,44.844326019,89.73,,17028.4,148723.7191,98.469994760,13.833035659,,,,32.533218502,7.519920423,10.817475394,-0.666772187,0.169969052,0.384100586,,,53.592916667,15.9,,0.645850963,84269196625.8784,-1.274579644,0.212307975,-0.445004612,0.139210612,-0.984722435,0.160275951,5.220111847,0.76642609,,,32.996,6.569,65.412,111129438,88055633,-1.161902428,0.125489429,
918.652594077,Ethiopia,01-01-2020,34.092751777,15.123989534,1128571.265,848,9.167396097,-0.390404463,0.141358927,51.144596100,89.52,,18098,167300.0199,103.840062772,20.356346856,,,,,6.196299470,8.412269292,-0.589063823,0.205584735,0.382784843,,,50.48375,16.42294727,,0.521685786,107657734392.446,-1.753656149,0.232469827,-0.405230105,0.139408022,-0.975501299,0.170945570,4.090565205,0.98278511,,,32.78,6.616,65.371,117190911,91766343,-1.038964868,0.121213980,
4815.689148125,Fiji,01-01-2020,17.055281883,62.398467433,18270,2592,20.504497869,0.613188386,0.261285067,97.126640320,31.79,,1028.2,1764.367631,50.378872469,-2.595243259,7.782837388,4.374902552,,,19.452235142,30.503800107,0.589688063,0.433770955,0.508573294,,,56.615416667,84.8767809,,1.589325586,4432466237.09588,0.661915123,0.247384042,0.195874199,0.344202012,-0.102151036,0.341103584,5.747410774,2.56945491,,,19.628,8.078,67.924,920422,393508,0.057073064,0.155148551,2.172916336
46505.303179181,Finland,01-01-2010,7.541625535,73.188548865,303900,536,19.374374113,2.151669741,0.174142480,100,33.43,16484.094275371,62526.4,75320.42652,17.648410661,1.184135232,,,3.705319881,,18.601276688,38.383038434,2.223886967,0.227385253,0.817361474,,,,86.89,3.89,1.491758160,249424310816.667,1.423606873,0.239330947,1.961252689,0.157016754,1.873101711,0.235530734,6.504449844,7.18045282,16.9,27.7,11.4,9.5,79.870731707,5363352,870472,1.486712694,0.146318108,2.200149666
46412.136477717,Finland,01-01-2017,7.469070808,73.733219268,303920,536,23.205009776,2.161560535,0.125844866,100,44.48,,43015.4,55043.07473,18.123894446,0.754015047,,,2.727869987,,20.733889819,37.897313755,1.977040172,0.208749488,0.814,,,88.545833333,87.46892907,,1.351297608,255647979916.471,1.063806653,0.209813088,2.023436785,0.158714339,1.811839223,0.220789850,6.363110065,7.11996555,15.7,27.4,9.1,9.8,81.631707317,5508214,808330,1.559362173,0.121724494,1.216381684
49987.626158497,Finland,01-01-2018,7.475651487,73.733219268,303920,536,24.366720794,2.171321154,0.135948211,100,44.3,,44395.5,56199.93179,18.147950118,1.083820984,,,2.757489920,,20.824373988,37.408657512,2.013872623,0.209096208,0.814484000,,,88.7475,88.88996,3.97,1.362534374,275708001767.843,0.891700327,0.208318025,2.034647465,0.152301222,1.779110193,0.222046480,6.275579929,7.10539436,16.5,27.3,8.6,9.9,81.734146341,5515525,806259,1.588881493,0.123570561,1.559253161
49169.719338850,Finland,01-01-2020,7.468579325,73.728367441,303940,536,23.116533657,2.170630693,0.149796650,100,47.49,,36329.9,47740.49323,18.192876884,0.290554556,,,2.912430048,,19.866996026,41.250136533,1.901411176,0.231866837,0.796001017,,34.3,90.120833333,92.17027106,,1.425822768,271886077382.102,0.981748819,0.226481333,2.020997286,0.150381744,1.850898266,0.233886927,6.634940147,7.81982374,16,27.1,8.4,10,81.931707317,5529543,800844,1.609450936,0.111107700,1.645727943
40676.064791318,France,01-01-2010,52.827924764,29.985919274,547557,867,14.490849745,1.487756133,0.153291345,100,11.99,7734.361875164,347940.1,472918.3176,118.764941367,1.531122704,,,2.178570032,80.301299711,21.952659489,49.324036267,1.462661028,0.218765646,0.756891847,,,,77.28,3.84,1.969419353,2645187882116.67,0.681087554,0.239330947,1.499731541,0.154795170,1.310160756,0.235530734,5.658596039,7.9076767,19.2,33.7,12.9,8.5,81.663414634,65030575,14066764,1.202856541,0.143270001,1.274730594
38781.049487084,France,01-01-2017,52.410066897,31.052109643,547557,867,20.112069159,1.224403620,0.124809504,100,14.12,,317721.2,436922.6199,122.211970626,1.032282751,,,2.198879957,102.215265087,23.629334654,47.707990712,1.308816314,0.208749488,0.765,,,86.526666667,80.50245972,,1.908642012,2595151045197.65,0.265700728,0.209813088,1.396937490,0.158714339,1.146236777,0.220789850,5.451600075,8.59983444,17,31.6,11.5,9.1,82.575609756,66918020,13263152,1.152425051,0.120665617,1.106883017
41557.854858888,France,01-01-2018,52.341765332,31.204422553,547557,867,20.646111275,1.281640649,0.134504512,100,15.21,,306948.4,422400.0351,122.650880182,1.850815083,,,2.196660042,101.622134417,24.170843725,46.773206686,1.419796348,0.209096208,0.755960286,,,86.822083333,82.04318678,3.84,1.843008723,2790956878746.66,0.013793500,0.208318025,1.396100879,0.152301222,1.147498608,0.222046480,5.407169819,8.49712181,17.4,32.4,11.3,9.1,82.675609756,67158348,13133487,1.157234788,0.122449711,1.082799845
39179.744259606,France,01-01-2020,52.147546283,31.509048373,547557,867,17.869004557,1.122349262,0.149796650,100,16.87,,267154.7,376006.2454,123.404699419,0.476498853,,,2.281889915,122.890485592,24.638455246,51.867693603,1.204635501,0.231866837,0.762737215,,,87.216666667,84.70640914,,2.002840116,2647418691598.45,0.280948132,0.226481333,1.297226310,0.150381744,1.189461946,0.233886927,5.677840233,9.36361694,18.2,30.7,10.9,9.9,82.175609756,67571107,12855403,1.065646052,0.110348202,1.073200110
6975.695191914,Gabon,01-01-2017,8.356564598,91.458997943,257670,1831,,-0.841499567,0.155829459,86.27,90.1,,5344.7,14608.84924,8.306030970,2.651925831,,,,,11.084970301,15.667494781,-1.003617764,0.217217207,0.453,,,27.998333333,50.32012015,,1.811382770,14929487485.1623,-0.105891399,0.222477973,-0.724674940,0.184011742,-0.713710546,0.255520761,3.555707932,1.75976336,,38,29.713,7.054,66.189,2140215,235937,-1.060274720,0.141002148,
7694.906050680,Gabon,01-01-2018,8.356564598,91.412892459,257670,1831,,-0.858977616,0.150911316,89.574607849,90.08,,5120.4,14021.11591,8.507051655,4.749066521,,,,,10.215336384,13.697636267,-0.826392531,0.217765763,0.456387877,,,27.572083333,59.6,2.16,1.549487295,16867326401.9626,-0.257414043,0.221038386,-0.720236599,0.171032205,-0.889868915,0.218948662,3.071542978,1.60853541,,,29.004,6.986,66.306,2192012,233011,-0.961687982,0.131156981,
6680.082664677,Gabon,01-01-2020,8.356564598,91.320681492,257670,1831,,-0.887642741,0.166022971,91.062843323,90.12,,5349.2,14849.25845,8.897322156,1.352761107,,,,,,,-0.993326545,0.236631736,0.457612455,,,30.42875,70.78874796,,1.719800856,15314577154.8076,-0.065801933,0.237614140,-0.681152165,0.163820654,-0.881805599,0.237654984,3.398740768,1.89980304,,,27.695,6.909,66.531,2292573,227148,-0.980097234,0.126155302,
796.631829179,"Gambia, The",01-01-2010,63.636363636,29.644268775,10120,836,13.445278848,-0.587572575,0.186410353,46.795806885,56.6,,434.2,2207.514985,191.430335968,5.049680759,20.214685412,13.84,,,,,-0.747090220,0.190937385,0.371689707,,,,9.2,2.49,,1543294926.87301,0.065416984,0.260473907,-0.570687115,0.147555396,-0.480537474,0.171463773,2.563220024,0.91823167,,43.6,41.084,8.941,60.717,1937275,858949,-1.075464487,0.145087123,
632.001024153,"Gambia, The",01-01-2017,62.648221344,25.678853755,10120,836,15.243718843,-0.657365680,0.145940736,56.2,48.02,,602.3,2344.612332,235.294664032,8.034189745,24.131896309,18.278333333,,,,,-0.745486438,0.186109141,0.397,,,47.382916667,22.5,,,1504909462.69521,-0.094831444,0.223669857,-0.455021232,0.162151203,-0.511013925,0.189339310,2.459194422,1.06097889,,,35.743,7.396,62.995,2381182,938210,-0.622010767,0.144967228,
683.324632755,"Gambia, The",01-01-2018,62.648221344,25.112648221,10120,836,19.003153816,-0.501664221,0.138263136,60.3,48.09,,597.8,2214.207067,241.592490119,6.520968239,19.680120428,19.056666667,0.069329999,,,,-0.751304328,0.176710173,0.403292865,,5.4,48.854166667,25.5,2.4,0.715876284,1670671327.81651,-0.087586850,0.221663177,-0.455911905,0.151461110,-0.673881352,0.169915661,2.365439892,1.06939662,,,34.924,7.323,63.04,2444916,946916,-0.215281859,0.134567261,
